渭南市三秦济生堂蒲城椿林店,地址：陕西省渭南市蒲城县椿林镇北街55号,电话：400-0913-180,
渭南市三秦济生堂蒲城高阳店,地址：陕西省渭南市蒲城县高阳镇东街66号,电话：400-0913-180,
渭南市三秦济生堂蒲城苏坊店,地址：陕西省渭南市蒲城县苏坊镇北街22号,电话：400-0913-180,
渭南市三秦济生堂蒲城党睦店,地址：陕西省渭南市蒲城县党睦镇西街12号,电话：400-0913-180,
渭南市三秦济生堂蒲城迎宾路店,地址：陕西省渭南市蒲城县迎宾路一运司1号,电话：400-0913-180,
渭南市三秦济生堂蒲城兴镇店,地址：陕西省渭南市蒲城县兴镇南街十字11号,电话：400-0913-180,
渭南市三秦济生堂蒲城美泰店,地址：陕西省渭南市蒲城县红旗路东段38号,电话：400-0913-180,
渭南市三秦济生堂蒲城解放路店,地址：陕西省渭南市蒲城县解放路56号,电话：400-0913-180,
渭南市三秦济生堂蒲城古镇店,地址：陕西省渭南市蒲城县延安路东段8号,电话：400-0913-180,
渭南市三秦济生堂蒲城南环路店,地址：陕西省渭南市蒲城县南环路66号,电话：400-0913-180,
渭南市三秦济生堂蒲城中医馆店,地址：陕西省渭南市蒲城县红旗路中段23号,电话：400-0913-180,
渭南市三秦济生堂蒲城红旗路西店,地址：陕西省渭南市蒲城县红旗路西段55号,电话：400-0913-180,
渭南市三秦济生堂延安路中段店,地址：陕西省渭南市蒲城县延安路中段28号,电话：400-0913-180,
渭南市三秦济生堂蒲城大十字口店,地址：陕西省渭南市蒲城县大十字口5号,电话：400-0913-180,
渭南市三秦济生堂蒲城医药大厦店,地址：陕西省渭南市蒲城县延安路中段18号,电话：400-0913-180,
渭南市三秦济生堂蒲城总店,地址：陕西省渭南市蒲城县延安路中段88号,电话：400-0913-180,
甘肃德生堂大药房连锁经营有限公司镇坪店,地址：陕西省安康市镇坪县林业局南30米,电话：无,
汉中市派林大药房连锁有限责任公司风景路鑫瑞店,地址：陕西省汉中市汉台区南环路拜将台对面,电话：无,
汉中市派林大药房连锁有限责任公司洋县武康路店,地址：陕西省汉中市洋县武康南路23号中段二运司对面,电话：无,
汉中市派林大药房连锁有限责任公司洋县文明东路店,地址：陕西省汉中市洋县文明东路,电话：0916-8218035,
汉中市派林大药房连锁有限责任公司洋县文明中路店,地址：陕西省汉中市洋县文明中路引酉大楼西侧,电话：无,
汉中市派林大药房连锁有限责任公司派林青树普济堂店,地址：陕西省汉中市南郑县青树镇,电话：无,
汉中市派林大药房连锁有限责任公司大河坎东昌店,地址：陕西省汉中市南郑县大河坎东昌路,电话：无,
汉中市派林大药房连锁有限责任公司城固西村路店,地址：陕西省汉中市城固县博望镇西村路中段,电话：无,
汉中市派林大药房连锁有限责任公司西乡莲花店,地址：陕西省汉中市西乡县鹿龄路西段莲花路转盘,电话：0916-6213356,
汉中市派林大药房连锁有限责任公司城固中山街店,地址：陕西省汉中市城固县博望镇中山街,电话：无,
汉中市派林大药房连锁有限责任公司泰康2店,地址：陕西省汉中市城固县文化路,电话：无,
汉中市派林大药房连锁有限责任公司牟家坝桥头店,地址：陕西省汉中市南郑县牟家坝,电话：无,
汉中市派林大药房连锁有限责任公司洋县泰康店,地址：陕西省汉中市洋县槐树关镇槐树关街（108国道旁） ,电话：无,
汉中市派林大药房连锁有限责任公司泰康1店,地址：陕西省汉中市城固县文化路南侧,电话：无,
汉中市派林大药房连锁有限责任公司洋县佛慈堂店,地址：陕西省汉中市洋县磨子桥镇磨子桥街南段 ,电话：无,
汉中市派林大药房连锁有限责任公司市医院店,地址：陕西省汉中市汉台区劳动东路十字市人民医院对面,电话：无,
汉中市派林大药房连锁有限责任公司莲湖路店,地址：陕西省汉中市汉台区莲湖路中段,电话：无,
汉中市派林大药房连锁有限责任公司大河坎康健店,地址：陕西省汉中市南郑县大河坎镇东昌路煤场巷 ,电话：0916-5377957 ,
汉中市派林大药房连锁有限责任公司西乡东一路店,地址：陕西省汉中市西乡县东一环路,电话：0916-6220288,
铜川市爱心连锁医药有限责任公司崔家沟爱心药店,地址：陕西省铜川市印台区广阳镇徐家沟社区门面房,电话：0919-7360909,
铜川市爱心连锁医药有限责任公司小丘爱心药店,地址：陕西省铜川市耀州区小丘镇街道福乐超市一楼,电话：0919-6912855,
铜川市爱心连锁医药有限责任公司香山路爱心药店,地址：陕西省铜川市耀州区香山路南段华原小区门面房,电话：0919-6600933,
铜川市爱心连锁医药有限责任公司锦绣园爱心药店,地址：陕西省铜川市新区长虹北路锦绣园A区商业房41号,电话：0919-3191888,
铜川市爱心连锁医药有限责任公司仿古街爱心药店,地址：陕西省铜川市耀州区北环路仿古街门面房,电话：0919-6281050,
铜川市爱心连锁医药有限责任公司新时代爱心药店,地址：陕西省铜川市新区长虹南路新时代广场10101号,电话：0919-3191336,
铜川市爱心连锁医药有限责任公司五中十字爱心药店,地址：陕西省铜川市印台区同官路五中十字,电话：0919-4563802,
铜川市爱心连锁医药有限责任公司下石节爱心药店,地址：陕西省铜川市耀州区瑶曲镇下石节矿市场门面房,电话：0919-6821688,
铜川市爱心连锁医药有限责任公司七一路爱心药店,地址：陕西省铜川市王益区七一路市食品公司门面房,电话：0919-2398019,
铜川市爱心连锁医药有限责任公司幸福阁爱心药店,地址：陕西省铜川市王益区红旗社区中兴堤幸福阁商铺00113号,电话：0919-2580228,
铜川市爱心连锁医药有限责任公司杏树坪爱心药店,地址：陕西省铜川市耀州区瑶曲镇杏树坪市场门面房,电话：0919-6826666,
铜川市爱心连锁医药有限责任公司康美爱心药店,地址：陕西省铜川市王益区红旗街供应处门面房,电话：0919-2180455,
铜川市爱心连锁医药有限责任公司药王信爱堂,地址：陕西省铜川市新区秦岭小区西门,电话：0919-3285991,
铜川市爱心连锁医药有限责任公司锦阳路爱心药店,地址：陕西省铜川市耀州区耀州路中段,电话：0919-6282395,
铜川市爱心连锁医药有限责任公司老庙沟爱心药店,地址：陕西省铜川市王益区七一路老庙沟,电话：0919-2898789,
铜川市爱心连锁医药有限责任公司宜阳北街爱心药店,地址：陕西省铜川市宜君县宜阳北街10-13号门面房,电话：0919-5289001,
铜川市爱心连锁医药有限责任公司益民爱心药店,地址：陕西省铜川市新区裕丰园小区门面房,电话：0919-3196677,
铜川市爱心连锁医药有限责任公司新健巷爱心药店,地址：陕西省铜川市王益区新建巷老市委家属院,电话：无,
铜川市爱心连锁医药有限责任公司芳草堤爱心药店,地址：陕西省铜川市印台区芳草小区一区一层七号,电话：0919-2680810,
铜川市爱心连锁医药有限责任公司正阳路爱心药店,地址：陕西省铜川市新区正阳国际广场,电话：0919-3159995,
铜川市爱心连锁医药有限责任公司红旗街爱心药店,地址：陕西省铜川市王益区红旗街44号（正大一楼）,电话：0919-2898668,
铜川市爱心连锁医药有限责任公司尧生爱心药店,地址：陕西省铜川市宜君县尧生镇街道门面房,电话：无,
铜川市爱心连锁医药有限责任公司新曼康爱心药店,地址：陕西省铜川市印台区玉华镇新街门面房,电话：0919-7581121,
铜川市爱心连锁医药有限责任公司铁诺北路爱心药店,地址：陕西省铜川市新区铁诺北路,电话：0919-3182995,
铜川市爱心连锁医药有限责任公司金华爱心药店,地址：陕西省铜川市王益区青年路市场门面房,电话：0919-8180700,
铜川市爱心连锁医药有限责任公司同官路爱心药店,地址：陕西省铜川市印台区同官路63号唐华商厦一层门面房,电话：0919-4180899,
铜川市爱心连锁医药有限责任公司长丰北路爱心药店,地址：陕西省铜川市新区长丰北路银座商业广场,电话：0919-8168080,
铜川市爱心连锁医药有限责任公司广场店,地址：陕西省铜川市王益区健康路爱心广场门面房,电话：0919-2158968,
铜川市爱心连锁医药有限责任公司华阳社区爱心药店,地址：陕西省铜川市新区华阳小区春光苑16号楼门面房,电话：0919-8180556,
铜川市爱心连锁医药有限责任公司健康路店,地址：陕西省铜川市王益区健康路3号,电话：0919-2159880-1,
汉中市派林大药房连锁有限责任公司派林西环路店,地址：陕西省汉中市汉台区西环路老城墙对面,电话：0916-2930867,
汉中市派林大药房连锁有限责任公司派林南海康宁店,地址：陕西省汉中市南镇县牟家坝镇中街,电话：0916-5451185,
汉中市派林大药房连锁有限责任公司汉中民主街店,地址：陕西省汉中市汉台区民主街江郡苑小区门口,电话：0916-2685345,
汉中市派林大药房连锁有限责任公司大河坎得必康店,地址：陕西省汉中市南郑县卢家沟临街门面,电话：0916-5361269,
汉中市派林大药房连锁有限责任公司派林供电大道店,地址：陕西省汉中市汉台区供电大道盛世嘉园小区,电话：0916-2224449,
汉中市派林大药房连锁有限责任公司汉中翠庭店,地址：陕西省汉中市汉台区南一环路翠庭小区西门口,电话：0916-2930863,
汉中市派林大药房连锁有限责任公司镇巴苗乡广场店,地址：陕西省汉中市镇巴县河滨路民政小区门面房,电话：0916-6718966,
汉中市派林大药房连锁有限责任公司周家坪达福康店,地址：陕西省汉中市南郑县周家坪人民法院隔壁,电话：0916-5517317,
汉中市派林大药房连锁有限责任公司汉中龙江店,地址：陕西省汉中市汉台区龙江镇新街龙江供销社大楼1层,电话：无,
汉中市派林大药房连锁有限责任公司汉中中山街店,地址：陕西省汉中市汉台区中山街,电话：0916-2930870,
汉中市派林大药房连锁有限责任公司洋县中山街店,地址：陕西省汉中市洋县中山街景兴商住楼一楼,电话：0916-8216986,
汉中市派林大药房连锁有限责任公司勉县城西店,地址：陕西省汉中市勉县司法路口,电话：无,
汉中市派林大药房连锁有限责任公司勉县国际星城店,地址：陕西省汉中市勉县108国道旁骨科医院向东国际新城,电话：0916-3227886,
汉中市派林大药房连锁有限责任公司派林龙岗店,地址：陕西省汉中市南郑县龙岗路十字,电话：无,
汉中市派林大药房连锁有限责任公司西乡樱花店,地址：陕西省汉中市西乡县城樱花大道北段东侧阳光花园小区临街门面房18、19号,电话：0916-6308666,
汉中市派林大药房连锁有限责任公司派林丰辉店,地址：陕西省汉中市汉台区供电大道邮政大楼,电话：0916-2930871,
汉中市派林大药房连锁有限责任公司城固西关店,地址：陕西省汉中市城固县西关正街,电话：0916-7214932,
汉中市派林大药房连锁有限责任公司派林养生堂店,地址：陕西省汉中市汉台区广厦明珠馨居一层14号商铺,电话：0916-2512488,
汉中市派林大药房连锁有限责任公司派林西乡堰口店,地址：陕西省汉中市西乡县堰口镇午子山景区广场,电话：无,
汉中市派林大药房连锁有限责任公司派林略阳狮凤路店,地址：陕西省汉中市略阳县狮凤路信友小区1号楼1层1-2号营业房,电话：0916-4824636,
汉中市派林大药房连锁有限责任公司派林御景名都店,地址：陕西省汉中市汉台区石马路北侧御景名都商铺1号楼8号商铺,电话：0916-2620075,
汉中市派林大药房连锁有限责任公司西乡城东店,地址：陕西省汉中市西乡县城关镇汉白路东段北侧富兴小区1号楼1层,电话：0916-6325569,
汉中市派林大药房连锁有限责任公司西乡鹿龄路店,地址：陕西省汉中市西乡县城关镇鹿龄路东段以北,电话：0916-6213199,
汉中市派林大药房连锁有限责任公司派林前进东路店,地址：陕西省汉中市汉台区前进东路石狮东方之珠小区1号楼7营业房,电话：0916-2183117,
汉中市派林大药房连锁有限责任公司西乡康乐店,地址：陕西省汉中市西乡县城关镇汉白路汉运司对面,电话：0916-6229088,
汉中市派林大药房连锁有限责任公司西乡康身店,地址：陕西省汉中市西乡县城关镇汉白路中航广场,电话：0916-6320383,
汉中市派林大药房连锁有限责任公司劳动路店,地址：陕西省汉中市汉台区劳动西路中心医院,电话：0916-2930135,
汉中市派林大药房连锁有限责任公司风景路店,地址：陕西省汉中市汉台区风景路天河小区13#C栋1层,电话：0916-2519138,
汉中市派林大药房连锁有限责任公司汉江路店,地址：陕西省汉中市汉台区讲坛东路中段,电话：无,
汉中市派林大药房连锁有限责任公司派林椰岛店,地址：陕西省汉中市汉台区前进东路陕西理工学院商住楼1楼东1厅,电话：0916-2189098,
德仁堂大药房乾佑街店,地址：陕西省商洛市柞水县乾佑街北段,电话：0914-4358909,
西安泰霖医药有限公司丈八路店,地址：陕西省西安市碑林区丈八北路89号龙城铭园小区2号临街一层20108号商铺,电话：无,
德仁堂大药房北关路店,地址：陕西省榆林市定边县北关路附近,电话：无,
西安泰霖医药有限公司西荷店,地址：陕西省西安市碑林区西何家村劳卫路66号,电话：无,
德仁堂大药房东风店,地址：陕西省咸阳市渭城区东风路附近,电话：029-32836386,
德仁堂桃源路店,地址：陕西省榆林市榆阳区桃源路中段,电话：0912-3532797,
德仁堂大药房人民西路店,地址：陕西省咸阳市秦都区人民西路63号附近,电话：029-33335423,
西安市乐仁大药房有限责任公司,地址：碑林区东关正街18号西夏大厦由东向西第三商铺,电话：无,
西安泰霖医药有限公司,地址：陕西省西安市莲湖区劳动南路204号,电话：无,
陕西美致惠健康大药房连锁有限公司陕飞店,地址：陕西省汉中市城固县崔家山镇市场西街2号楼01-02-03号,电话：0916-2906661,
陕西美致惠健康大药房连锁有限公司南门店,地址：陕西省汉中市汉台区3201医院北侧（山香子酒店一楼）,电话：0916-2526900,
陕西美致惠健康大药房连锁有限公司周北店,地址：陕西省汉中市南郑县周家坪北大街中段,电话：0916-5511108,
陕西美致惠健康大药房连锁有限公司翠庭店,地址：陕西省汉中市汉台区风景路（翠庭小区北门口）,电话：0916-2517222,
陕西美致惠健康大药房连锁有限公司周小店,地址：陕西省汉中市南郑县周家坪（蔬果批发市场对面）,电话：0916-5511020,
陕西美致惠健康大药房连锁有限公司莲湖路店,地址：陕西省汉中市汉台区莲湖东路（小关街口）,电话：0916-2630007,
陕西美致惠健康大药房连锁有限公司东昌店,地址：陕西省汉中市南郑县大河坎镇东昌街（江南臻品小区对面）,电话：0916-5373322,
陕西美致惠健康大药房连锁有限公司五一店,地址：陕西省汉中市汉台区五一路桃心岛超市内,电话：0916-2238108,
陕西美致惠健康大药房连锁有限公司江南店,地址：陕西省汉中市南郑县大河坎镇体育场对面,电话：0916-5370366,
陕西美致惠健康大药房连锁有限公司天汉店,地址：陕西省汉中市汉台区天汉大道万邦时代广场对面,电话：0916-2222912,
陕西美致惠健康大药房连锁有限公司劳动西路店,地址：陕西省汉中市汉台区中心医院新门诊大楼对面,电话：0916-2683558,
陕西美致惠健康大药房连锁有限公司中心店,地址：陕西省汉中市汉台区中心广场东北侧,电话：0916-2222987,
陕西美致惠健康大药房连锁有限公司卡斯迪亚店,地址：陕西省汉中市汉台区卡斯迪亚小区（正门东侧）,电话：0916-2218336,
陕西美致惠健康大药房连锁有限公司叶家营店,地址：陕西省汉中市汉台区御景名都小区（铁路医院对面）,电话：0916-2251117,
陕西美致惠健康大药房连锁有限公司丰辉店,地址：陕西省汉中市汉台区丰辉公园广场西侧,电话：0916-2980800,
西安市鑫泰医药有限公司,地址：陕西省西安市雁塔区丈八东路伟丰花园综合楼3号,电话：029-85457502,
鑫泰大药房等驾坡店,地址：陕西省西安市雁塔区西影路等驾坡村,电话：400-8218-985,
华山大药房惠邻店,地址：陕西省宝鸡市金台区东风路中粮国际综合楼东侧11号,电话：0917-3538637,
华山大药房联盟路店,地址：陕西省宝鸡市金台区联盟第五大道西口,电话：0917-3457972,
华山大药房新建路店,地址：陕西省宝鸡市渭滨区新建路东段50附1,电话：0917-3228992,
华山大药房虢镇西门店,地址：陕西省宝鸡市陈仓区虢镇富强花园门面房,电话：0917-6229412,
华山大药房南环路店,地址：陕西省宝鸡市陈仓区虢镇南环路新都市楼下,电话：0917-6233339,
华山大药房上马营店,地址：陕西省宝鸡市金台区上马营红卫路中段6号楼(西安铁路卫生监督所宝鸡分所西南),电话：0917-3816863,
华山大药房陈仓路店,地址：陕西省宝鸡市金台区大庆路80号,电话：0917-3137334,
华山大药房蔡家坡五洲店,地址：陕西省宝鸡市岐山县岐山县蔡家坡镇自强路五洲购物广场,电话：0917-8552797,
华山大药房润发店,地址：陕西省宝鸡市渭滨区公园路72号,电话：0917-3675729,
华山大药房中山路店,地址：陕西省宝鸡市金台区中山东路4号楼附4,电话：0917-3511226,
华山大药房东二路店,地址：陕西省宝鸡市渭滨区清姜东二路西段54号楼9号门面房,电话：0917-3650057,
华山大药房冠森店,地址：陕西省宝鸡市金台区冠森大世界联盟御邸南门,电话：0917-3121455,
华山大药房新福路店,地址：陕西省宝鸡市金台区新福路百翠园广场正对面,电话：0917-3125234,
华山大药房星泰园店,地址：陕西省宝鸡市渭滨区高新4路星泰园东门,电话：0917-3877033,
华山大药房陈仓园店,地址：陕西省宝鸡市金台区联盟路6号院西一号门面房,电话：0917-3453513,
华山大药房定兴店,地址：陕西省宝鸡市金台区大庆路139号8号楼1层15号,电话：0917-3904342,
华山大药房清姜店,地址：陕西省宝鸡市渭滨区清姜路西路口,电话：0917-3811393,
华山大药房东风路口店,地址：陕西省宝鸡市金台区上马营十字路口,电话：0917-3539952,
华山大药房中心店,地址：陕西省宝鸡市渭滨区姜谭路宝鸡市中心医院对面,电话：0917-3552120,
华山大药房康城店,地址：陕西省宝鸡市金台区宏文路西建康城1号楼北105室,电话：0917-3859036,
华山大药房四零九店,地址：陕西省宝鸡市渭滨区清姜路409医院南斜对面 ,电话：0917-3411975,
华山大药房天上人间店,地址：陕西省宝鸡市渭滨区新建路西段天上人间小区向东50米,电话：0917-3209402,
华山大药房渭工路店,地址：陕西省宝鸡市渭滨区新渭路副1号 （天天红超市隔壁）,电话：0917-3801578,
华山大药房世福店,地址：陕西省宝鸡市金台区中山西路63号（世福大院1号楼8号营业房）,电话：0917-3659679,
华山大药房金河店,地址：陕西省宝鸡市金台区金陵东路北段300号33幢1单元1层0104号,电话：0917-3459181,
华山大药房大庆路店,地址：陕西省宝鸡市金台区大庆路锦苑小区旁60号,电话：0917-3417296,
华山大药房姜谭店,地址：陕西省宝鸡市渭滨区宝鸡石油钢管有限责任公司五区家属院旁,电话：0917-3392138,
华山大药房东风路店,地址：陕西省宝鸡市金台区上马营东风路南(电气化社区附近),电话：0917-3801061,
华山大药房汉中路店,地址：陕西省宝鸡市渭滨区汉中路车马炮北侧100米,电话：0917-3250514,
华山大药房蔡家坡西二路店,地址：陕西省宝鸡市岐山县蔡家坡西二路凤仪国际楼B11号,电话：0917-8590086,
华山大药房凤鸣店,地址：陕西省宝鸡市眉县首善镇美阳街凤鸣小区6号楼9号门面房,电话：0917-5548411,
华山大药房医药建康城店,地址：陕西省宝鸡市渭滨区经二路人民商场负一楼,电话：0917-3390096,
华山大药房高新店,地址：陕西省宝鸡市渭滨区高新大道宏运家园1楼5号,电话：0917-3410736,
华山大药房新华路店,地址：陕西省宝鸡市金台区新华路1号曙光花园2号楼,电话：0917-3525655,
华山大药房斗鸡店,地址：陕西省宝鸡市金台区宏文路28号（斗鸡购物广场）,电话：0917-3306362,
华山大药房姜谭路店,地址：陕西省宝鸡市渭滨区姜谭路3号副21,电话：0917-3395366,
华山大药房华润高新店,地址：陕西省宝鸡市渭滨区高新区高新天下汇负1层华润万家超市,电话：0917-3122566,
华山大药房石油店,地址：陕西省宝鸡市金台区东风路二号石油社区36号楼1楼,电话：0917-3463595,
西安鑫泰药房是市,地址：陕西省西安市丈八东路伟丰花园综合楼,电话：029-85457502,
西安百济新特药房有限公司,地址：陕西省西安市新城区朝阳门里路南（西安光明医院隔壁）,电话：029-87458072,
榆林广济堂百姓药堂,地址：陕西省榆林市榆阳中路12号工人文化馆1楼,电话：0912-3360947,
榆林广济堂三岔湾店,地址：陕西省榆林市三岔湾村三鱼路口路南三岔湾小学商业二层4号,电话：0912-3838279,
榆林广济堂新园店,地址：陕西省榆林市高新区荟景新园小区2号楼7号商铺,电话：0912-8188697,
榆林广济堂世纪广场店,地址：陕西省榆林市新建北路军分区商业六号楼1楼第二间门市,电话：0912-3428140,
榆林广济堂桃园店,地址：陕西省榆林市高新区兴达路桃花小区东门北侧,电话：0912-8150729,
榆林广济堂王家楼店,地址：陕西省榆林市榆阳区王家楼五组沿街门市,电话：0912-8180607,
榆林广济堂墨金苑店,地址：陕西省榆林市高新区墨金苑小区8号楼106室,电话：0912-8163821,
榆林广济堂榆阳店,地址：陕西省榆林市榆阳区榆阳西路金龙宾馆一楼,电话：0912-8163831,
榆林广济堂迎宾店,地址：陕西省榆林市榆阳区迎宾路西段（榆靖高速路旁）,电话：0912-8180637,
榆林广济堂明珠店,地址：陕西省榆林市高新区塞维利亚西门3号商铺,电话：0912-8155835,
榆林广济堂畅达店,地址：陕西省榆林市榆阳区畅达路1排13号1楼,电话：0912-8151962,
榆林广济堂广榆店,地址：陕西省榆林市榆阳区长城北路居春巷23号,电话：0912-3268136,
榆林广济堂富康店,地址：陕西省榆林市榆阳区富康路地税家属楼门市,电话：0912-3688605,
榆林广济堂人民店,地址：陕西省榆林市榆阳区西人民路3号,电话：0912-8188696,
榆林广济堂建榆店,地址：陕西省榆林市榆阳区青山西路建榆建材市场门市B区四排9-10号,电话：0912-8180696,
榆林广济堂建设店,地址：陕西省榆林市榆阳区建设路,电话：0912-3641086,
榆林广济堂芹涧店,地址：陕西省榆林市榆阳区西沙芹涧路,电话：0912-8180050,
榆林广济堂柳营东路店,地址：陕西省榆林市榆阳区柳营东路粮油食品厂综合楼一楼,电话：0912-8151960,
榆林广济堂航宇店,地址：陕西省榆林市榆阳区西沙航宇路幸福路口,电话：0912-3528646,
榆林广济堂北郊店,地址：陕西省榆林市榆阳区迎宾大道北侧,电话：0912-7992562,
榆林广济堂苏庄则店,地址：陕西省榆林市榆阳区榆林大道西苏庄则街门市,电话：0912-3517726,
榆林广济堂南郊医院,地址：陕西省榆林市榆阳区开光路,电话：0912-8163826,
榆林广济堂保宁东路店,地址：陕西省榆林市榆阳区保宁东路15号区委家属院门市,电话：0912-6089463,
榆林广济堂榆林大道店,地址：陕西省榆林市榆林大道榆阳国际大酒店一楼北侧,电话：0912-3545940,
榆林广济堂崇文西路店,地址：陕西省榆林市榆阳区崇文西路45号,电话：0912-8168526,
榆林广济堂新建北路店,地址：陕西省榆林市榆阳区新建北路国贸新海龙商厦一楼,电话：0912-8185846,
榆林广济堂农垦花园店,地址：陕西省榆林市榆阳区西人民路农垦花园沿街门市14-1-02号,电话：0912-8184678,
榆林广济堂北大街店,地址：陕西省榆林市榆阳区北大街352号,电话：0912-3285424,
榆林广济堂亮馨店,地址：陕西省榆林市榆阳区肤施路亮馨大厦一楼门市,电话：0912-8180697,
榆林广济堂夏州店,地址：陕西省榆林市榆阳区夏洲路57号,电话：0912-8188694,
榆林广济堂银沙店,地址：陕西省榆林市榆阳区银沙福苑小区（金阳小区西门对面）,电话：0912-3538679,
榆林广济堂西一路店,地址：陕西省榆林市榆阳区肤施路榆阳东村安置小区东一排1号,电话：0912-8128586,
榆林广济堂长虹北路店,地址：陕西省榆林市榆阳区长虹北路榆阳西村7队小区6排1号,电话：0912-3289584,
榆林广济堂鱼河店,地址：陕西省榆林市榆阳区鱼河新街,电话：0912-3562999,
榆林广济堂红山店,地址：陕西省榆林市榆阳区红山路（区公安局一楼）,电话：0912-8151963,
榆林广济堂镇川店,地址：陕西省榆林市榆阳区镇川中街171号,电话：0912-3467902,
榆林广济堂恒安店,地址：陕西省榆林市榆阳区红山恒安路志鸿小区一楼,电话：0912-8152051,
榆林广济堂青云店,地址：陕西省榆林市榆阳区大坝头（五一化工厂）,电话：0912-7992564,
榆林广济堂金阳店,地址：陕西省榆林市榆阳区望湖东路金阳小区门,电话：0912-7992563,
榆林广济堂望湖店,地址：陕西省榆林市榆阳区望湖路,电话：0912-8150378,
榆林广济堂驼峰店,地址：陕西省榆林市榆阳区东沙无量殿北天顺巷口华泰建工办公楼一楼,电话：0912-3282520,
榆林广济堂上郡店,地址：陕西省榆林市榆阳区上郡路42号,电话：0912-7992561,
榆林广济堂崇文店,地址：陕西省榆林市榆阳区文化路王家楼新村三排一号,电话：0912-8163833,
榆林广济堂二中店,地址：陕西省榆林市榆阳区上郡中路138号,电话：0912-8117523,
榆林广济堂兴达店,地址：陕西省榆林市榆阳区东沙桃园路财政局家属院东一排3号,电话：0912-8185671,
榆林广济堂金沙店,地址：陕西省榆林市榆阳区金沙路馨富园小区106号,电话：0912-8152811,
榆林广济堂西沙店,地址：陕西省榆林市文化南路长青小区15号楼1号,电话：0912-8163818,
榆林广济堂明清店,地址：陕西省榆林市榆阳区北大街吕二狮巷口,电话：0912-7992565,
榆林广济堂金华店,地址：陕西省榆林市榆阳区东沙金华路121号,电话：0912-3261427,
榆林广济堂肤施店,地址：陕西省榆林市榆阳区肤施路,电话：0912-8151668,
榆林广济堂长安店,地址：陕西省榆林市榆阳区红山长虹北路东侧1-2号,电话：0912-8151961,
榆林广济堂长虹店,地址：陕西省榆林市榆阳区驼峰路惠丰小区门口,电话：0912-8163819,
榆林广济堂星明店,地址：陕西省榆林市榆阳区新建南路药检所一楼,电话：0912-3261407,
榆林广济堂金苑店,地址：陕西省榆林市榆阳区金沙路金苑小区西门南侧,电话：0912-8188695,
榆林广济堂东沙店,地址：陕西省榆林市榆阳区东沙驼峰中路1号,电话：0912-8163828,
榆林广济堂中心店,地址：陕西省榆林市榆阳区长城北路广济大厦一楼,电话：0912-8163830,
