长城医药大唐部,地址：山西省太原市小店区平阳路王村北街大唐花园10-3号,电话：无,
长城医药敦化南路部,地址：山西省太原市杏花岭区敦化南路65号,电话：0351-4435823,
长城医药寇庄部,地址：山西省太原市迎泽区寇庄西路5号,电话：无,
长城医药千峰部,地址：山西省太原市万柏林区千峰南路大王北小区11号楼4号,电话：0351-6585999,
长城医药党校部,地址：山西省太原市小店区师范街149号1幢一层1001号,电话：0351-7029175,
长城医药许坦西街部,地址：山西省太原市小店区许坦西街53号,电话：0351-8712004,
长城医药大东关部,地址：山西省太原市杏花岭区大东关甲字19号,电话：0351-3175169,
长城医药菜园部,地址：山西省太原市迎泽区寇庄西路,电话：0351-7230243,
长城医药建南三部,地址：山西省太原市小店区建设南路363号,电话：无,
长城医药涧河部,地址：山西省太原市尖草坪区涧河尖草坪街北院48号,电话：0351-3141990,
长城医药董茹部,地址：山西省太原市晋源区金胜镇董茹村商业街3栋2号2楼,电话：0351-6555685,
长城医药昌盛小区部,地址：山西省太原市尖草坪区柴村昌盛小区1号楼底商,电话：无,
长城医药下元二部,地址：山西省太原市万柏林区和平北路15号,电话：0351-6041613,
长城医药建南二部,地址：山西省太原市迎泽区建设南路南十方380号,电话：无,
长城医药兴华街部,地址：山西省太原市尖草坪兴华街49号,电话：0351-6650261,
长城医药桃北部,地址：山西省太原市迎泽区桃园北路22号十四幢一层,电话：0351-4078598,
长城医药柴村二部,地址：山西省太原市尖草坪区柴村镇多福路物资局宿舍1单元1号,电话：0351-3667969,
长城医药下元一部,地址：山西省太原市万柏林区下元公交总站东侧,电话：0351-6108753,
长城医药建南部,地址：山西省太原市迎泽区建设南路51号,电话：0351-4182162,
长城医药桃南部,地址：山西省太原市迎泽区桃园南路38号,电话：0351-4072272,
长城医药老军营部,地址：山西省太原市迎泽区菜园西街9号省林业厅1号楼底商,电话：0351-7328707,
长城医药下元部,地址：山西省太原市万柏林区移村南街32号1#楼一层9号,电话：无,
长城医药朝阳三部,地址：山西省太原市迎泽区朝阳街76号西户,电话：0351-4399485,
长城医药白龙庙二部,地址：山西省太原市杏花岭区白龙庙街15号楼底商第2户,电话：0351-4830668,
长城医药康乐部,地址：山西省太原市迎泽区康乐街12号,电话：0351-4071268,
长城医药朝阳二部,地址：山西省太原市小店区小马村东街1巷1号,电话：无,
长城医药义井二部,地址：山西省太原市万柏林区和平南路248号太化和平苑小区A座底商10号,电话：0351-6075879,
长城医药朝阳部,地址：山西省太原市迎泽区朝阳街39号同至人购物中心A009号,电话：0351-2563472,
长城医药广场三部,地址：山西省太原市迎泽区侯家巷6号,电话：0351-4129785,
长城医药广场二部,地址：山西省太原市迎泽区并州北路11号,电话：无,
长城医药广场部,地址：山西省太原市迎泽区五一东街西口,电话：0351-4129702,
长城医药小店五部,地址：山西省太原市小店区人民北路康怡小区1号楼商铺2号,电话：无,
长城医药平阳路部,地址：山西省太原市小店区平阳路14号21幢一层底商,电话：0351-7339760,
长城医药小店四部,地址：山西省太原市小店康宁街西边万马仕斜对面,电话：无,
长城医药中涧河部,地址：山西省太原市尖草坪区建设北路享堂村,电话：0351-3283099,
长城医药宽银幕部,地址：山西省太原市迎泽区西羊市街22号,电话：0351-4050280,
长城医药小店三部,地址：山西省太原市小店区通达街13号,电话：0351-7264386,
长城医药大同路部,地址：山西省太原市尖草坪区大同路赵庄游泳馆对面,电话：0351-3550969,
长城医药迎新部,地址：山西省太原市迎新街130号,电话：0351-3159378,
长城医药小店二部,地址：山西省太原市小店区人民北路粮食局综合楼一层,电话：0351-7262687,
长城医药北张部,地址：山西省太原市尖草坪区大同路213号,电话：无,
长城医药坞城部,地址：山西省太原市小店区坞城路23号,电话：无,
长城医药小店部,地址：山西省太原市小店区人民南路1号,电话：0351-7174226,
长城医药晋机厂部,地址：山西省太原市尖草坪区和平北路晋机厂门口,电话：0351-6991330,
长城医药漪汾三部,地址：山西省太原市漪汾街86号,电话：0351-2564734,
长城医药五一路四部,地址：山西省太原市杏花岭区五一北路608号,电话：0351-3070655,
长城医药柴村城东部,地址：山西省太原市尖草坪中心医院往南100米星光街芮城东小区底铺,电话：0351-3667969,
长城医药漪汾二部,地址：山西省太原市万柏林区千峰北路漪汾苑北区2号楼底商2号,电话：0351-6283312,
长城医药五一路三部,地址：山西省太原市杏花岭区五一路264号37幢,电话：0351-3033158,
长城医药兴华部,地址：山西省太原市兴华街49号,电话：0351-6650261,
长城医药漪汾部,地址：山西省太原市万柏林区华宇购物广场,电话：无,
长城医药五一路二部,地址：山西省太原市杏花岭区五一路156号7幢二层,电话：0351-3073445,
长城医药迎新街部,地址：山西省太原市尖草坪区迎新街130号,电话：0351-3159378,
长城医药尖草坪部,地址：山西省太原市尖草坪区解放北路332号,电话：无,
长城医药五一路一部,地址：山西省太原市山医二院南侧30米,电话：0351-3363135,
长城医药昌盛部,地址：山西省太原市尖草坪区柴村昌盛小区1栋南2号,电话：0351-6030826,
长城医药总部,地址：山西省太原市五一路219号,电话：无,
长城医药迎新街二部,地址：山西省太原市尖草坪区新城西街104号,电话：0351-3053573,
长城医药柴村部,地址：山西省太原市尖草坪区柴村人民广场6号,电话：0351-6036086,
太原医药药材公司迎新药店,地址：山西省太原市迎新街正街2-3号,电话：无,
太原医药药材公司保宁堂药店,地址：山西省太原市小店区小店益丰西街1号（房地产交易大厦底商）,电话：0351-7175591,
太原医药药材公司城南药店,地址：山西省太原市杏花岭区涧河路39号,电话：无,
太原医药药材公司为民药店,地址：山西省太原市小店区人民北路52号,电话：无,
晋城杏泽药品零售陵川仁济生药店,地址：山西省晋城市陵川县崇文镇城内社区,电话：无,
晋城杏泽药品零售陵川旭康药店,地址：山西省晋城市陵川县崇文镇落雁街路南,电话：无,
晋城杏泽药品零售康利药店,地址：山西省晋城市城区新市东街336号,电话：无,
晋城杏泽药品零售八甲口药店,地址：山西省晋城市阳城县八甲口镇小庄村,电话：无,
晋城杏泽药品零售郑村药店,地址：山西省晋城市沁水县郑村镇肖庄村候许大路19号,电话：无,
晋城杏泽药品零售百姓缘药店,地址：山西省晋城市阳城县西河乡峪则村,电话：无,
晋城杏泽药品零售沁园春药店,地址：山西省晋城市沁水县端氏镇端氏村,电话：无,
晋城杏泽药品零售灵星药店,地址：山西省晋城市阳城县河北镇河北村,电话：无,
太原医药药材公司西马路药店,地址：山西省太原市杏花岭区享堂路60-10号,电话：0351-2521655,
晋城杏泽药品零售陵川欣和药店,地址：山西省晋城市陵川县崇文镇落雁街,电话：无,
晋城杏泽药品零售兴龙药店,地址：山西省晋城市阳城县凤城镇北环路,电话：无,
晋城杏泽药品零售陵川康济药店,地址：山西省晋城市陵川县城开云街,电话：无,
晋城杏泽药品零售福仁堂药店,地址：山西省晋城市阳城县演礼乡坪上村,电话：无,
晋城杏泽药品零售永恒药店,地址：山西省晋城市阳城县町店镇张沟村,电话：无,
晋城杏泽药品零售陵川天仙药店,地址：山西省晋城市陵川县崇文镇北关村望洛北路,电话：无,
晋城杏泽药品零售德康药店,地址：山西省晋城市阳城县北留镇北留村,电话：无,
晋城杏泽药品零售茹敏药店,地址：山西省晋城市阳城县北留镇坨村,电话：无,
晋城杏泽药品零售下芹药店,地址：山西省晋城市阳城县凤城镇下芹村 ,电话：无,
晋城杏泽药品零售町店药店,地址：山西省晋城市阳城县町店镇町店村 ,电话：无,
晋城杏泽药品零售旭华春药店,地址：山西省晋城市泽州县南村镇迎宾路东侧富泽小区17号楼 ,电话：无,
晋城杏泽药品零售心连心药店,地址：山西省晋城市高平市南城办唐庄村,电话：无,
晋城杏泽药品零售南村药店,地址：山西省晋城市泽州县南村镇原家村,电话：无,
晋城杏泽药品零售大东沟药店,地址：山西省晋城市泽州县大东沟镇东沟村路南,电话：无,
晋城杏泽药品零售益得堂药店,地址：山西省晋城市泽州县下村镇史村村,电话：无,
晋城杏泽药品零售北义城药店,地址：山西省晋城市泽州县北义城镇北义城村,电话：无,
晋城杏泽药品零售水东药店,地址：山西省晋城市泽州县金村镇水东村,电话：无,
晋城杏泽药品零售康宁药店,地址：山西省晋城市城区北石店镇政和街,电话：无,
晋城杏泽药品零售魏魏药店,地址：山西省晋城市泽州县晋庙铺镇晋庙铺村 ,电话：无,
晋城杏泽药品零售史村药店,地址：山西省晋城市泽州县下村镇史村村东侧,电话：无,
晋城杏泽药品零售高都药店,地址：山西省晋城市泽州县高都镇保福村,电话：无,
晋城杏泽药品零售龙泉药店,地址：山西省晋城市红星西街（晋钢小学旁）,电话：无,
晋城杏泽药品零售安平药店,地址：山西省晋城市泽州县周村镇苇町村 ,电话：无,
晋城杏泽药品零售李寨药店,地址：山西省晋城市泽州县李寨乡李寨村,电话：无,
晋城杏泽药品零售来村药店,地址：山西省晋城市泽州县巴公镇来村村,电话：无,
晋城杏泽药品零售百济药店,地址：山西省晋城市城区晋韩路485号,电话：无,
晋城杏泽药品零售惠泽堂药店,地址：山西省晋城市泽州县下村镇下村村 ,电话：无,
晋城杏泽药品零售山河药店,地址：山西省晋城市泽州县山河镇上马街村,电话：无,
晋城杏泽药品零售渠头药店,地址：山西省晋城市泽州县巴公镇渠头村,电话：无,
晋城杏泽药品零售人民药店,地址：山西省晋城市新市西街82号,电话：无,
晋城杏泽药品零售益华药店,地址：山西省晋城市泽州县下村镇下村村西侧 ,电话：无,
晋城杏泽药品零售犁川药店,地址：山西省晋城市泽州县犁川镇上犁川村,电话：无,
晋城杏泽药品零售三家店药店,地址：山西省晋城市泽州县巴公镇三家店村,电话：无,
晋城杏泽药品零售南大街药店,地址：山西省晋城市南大街555号,电话：无,
晋城杏泽药品零售同乐药店,地址：山西省晋城市泽州县金村镇孟匠村昆玉小区26号楼202 ,电话：无,
晋城杏泽药品零售周村药店,地址：山西省晋城市泽州县周村镇周村村,电话：无,
晋城杏泽药品零售仁心药店,地址：山西省晋城市育才街四季花城15-A-101号,电话：无,
晋城杏泽药品零售西大街药店,地址：山西省晋城市西大街860号,电话：无,
晋城杏泽药品零售康盛药店,地址：山西省晋城市泽州县山河镇时街村 ,电话：无,
晋城杏泽药品零售大阳药店,地址：山西省晋城市泽州县大阳镇广场南侧,电话：无,
晋城杏泽药品零售巴公药店,地址：山西省晋城市泽州县巴公镇巴原街,电话：无,
晋城杏泽药品零售泽州国药店,地址：山西省晋城市太行路与红星街交叉口,电话：无,
晋城杏泽药品零售阳光药店,地址：山西省晋城市泽州县大东沟镇东沟村,电话：无,
晋城杏泽药品零售连西后河药店,地址：山西省晋城市西后河社区80号,电话：无,
晋城杏泽药品零售乐民药店,地址：山西省晋城市晓庄社区三里桥小区22号,电话：无,
晋城杏泽药品零售新世纪药店,地址：山西省晋城市城区新市西街1901号,电话：无,
晋城杏泽药品零售凤鸣药店,地址：山西省晋城市城区文昌东街246号,电话：无,
太原市弘生万民药房王府花园店,地址：山西省太原市长治路79号,电话：0351-4048039,
太原市弘生万民药房和平公寓店,地址：山西省太原市和平南路5号,电话：0351-3527572,
太原市弘生万民药房一电厂店,地址：山西省太原市晋源区金胜镇新村新源市场四门面店,电话：无,
太原市弘生万民药房中翰店,地址：山西省太原市小店区平阳路110号,电话：0351-6062888,
太原市弘生万民药房并州南店,地址：山西省太原市并州南路66号,电话：0351-3074628,
太原市弘生万民药房民康店,地址：山西省太原市万柏林区千峰北路瓦窑南街43号南1户,电话：无,
太原市弘生万民药房福乐部店,地址：山西省太原市万柏林区西矿街134号,电话：无,
太原市弘生万民药房迎春街店,地址：山西省太原市迎春街12号,电话：0351-5228387,
太原市弘生万民药房聚华堂店,地址：山西省太原市小店区黄陵路4号,电话：0351-5228377,
太原市弘生万民药房罗城店,地址：山西省太原市旧晋祠路三段156号,电话：无,
太原市弘生万民药房如一堂部店,地址：山西省太原市迎泽区小南关街29号,电话：0351-7778646,
太原市弘生万民药房如意店,地址：山西省太原市和平北路和平巷青年小区后门北侧,电话：0351-5228327,
太原市弘生万民药房尖草坪五部店,地址：山西省太原市尖草坪兴华街299号（近十字路口）,电话：0351-5228384,
太原市弘生万民药房泽辉店,地址：山西省太原市小店区南中环街北张小区北门西侧,电话：0351-5228339,
太原市弘生万民药房鸿锦店,地址：山西省太原市迎泽区桥东街桥东小区K1区5号楼2号,电话：无,
太原市众力弘生万民药房东岗路店,地址：山西省太原市迎泽区东岗路美达新天地商场一层底商,电话：无,
太原市弘生万民药房慈济店,地址：山西省太原市杏花岭区新开南巷16号-3,电话：0351-5649538,
太原市弘生万民药房宝佳丽景店,地址：山西省太原市并州北路45号,电话：0351-5228342,
太原市弘生万民药房羽丰店,地址：山西省太原市尖草坪区九丰路66号,电话：无,
太原市弘生万民药房青年路店,地址：山西省太原市迎泽区青年路28号一层中户,电话：无,
太原市弘生万民药房太原体育南路店,地址：山西省太原市小店区许坦西街69号开元小区D座底商,电话：无,
太原市弘生万民药房亚新店,地址：山西省太原市小店区并州南路西一巷79号,电话：0351-3527572,
太原市弘生万民药房杏花岭五店,地址：山西省太原市国师街28号,电话：0351-5228335,
太原市弘生万民药房矿机店,地址：山西省太原市杏花岭区杏花岭街5号,电话：0351-5228333,
太原市众力弘生万民药房漪汾街店,地址：山西省太原市万柏林区漪汾街58号A座一层1002,电话：无,
太原市弘生万民康大药房,地址：山西省太原市小店区郑村,电话：无,
太原市弘生万民药房羽嘉部店,地址：山西省太原市建设北路225号,电话：0351-5228384,
太原市弘生万民药房双塔店,地址：山西省太原市双塔西街111号,电话：0351-5228333,
太原市弘生万民药房天康店,地址：山西省太原市新城西门外15号,电话：0351-5228358,
太原市弘生万民药房宏康店,地址：山西省太原市尖草坪区花园后南街12号底商,电话：0351-5250870,
太原市弘生万民药房天意店,地址：山西省太原市小店区二营盘街8号,电话：无,
太原市弘生万民药房惠平部店,地址：山西省太原市万柏林区后王东街1号,电话：0351-5228327,
太原市弘生万民药房新融大厦店,地址：山西省太原市金刚堰路18号新融大厦一层,电话：0351-4948900,
太原市弘生万民药房惠泽店,地址：山西省太原市杏花岭区桃园北路141号,电话：无,
太原市弘生万民药房誉阳店,地址：山西省太原市杏花岭区桃园三巷29号,电话：无,
太原市弘生万民药房天悦店,地址：山西省太原市尖草坪区南寨兴建街75号楼,电话：0351-6062888,
太原市弘生万民药房金竹园部店,地址：山西省太原市兴华南区竹园路平房商店10号,电话：无,
太原市弘生万民药房怡康店,地址：山西省太原市小店区长治路164号,电话：无,
太原市众力弘生万民药房山大二院店,地址：山西省太原市杏花岭区五一路精英家园3号楼179号,电话：无,
太原市弘生万民药房天和店,地址：山西省太原市尖草坪区恒山路41号,电话：0351-5228346,
太原市弘生万民药房,地址：山西省太原市太钢118小区唐久便利旁,电话：无,
太原市众力弘生万民药房西矿街店,地址：山西省太原市万柏林区西矿街134号,电话：无,
太原市弘生万民药房北大街店,地址：山西省太原市杏花岭区北大街77号,电话：0351-3074628,
太原市弘生万民药房忆家店,地址：山西省太原市万柏林区和平北路彭村新区门面房,电话：0351-5228342,
太原市弘生万民药房郝家沟店,地址：山西省太原市郝家沟街双塔铁路住宅区C区4号楼一层底商2号,电话：0351-4397533,
太原市弘生万民药房好家店,地址：山西省太原市尖草坪区小东流村壹街1号,电话：无,
太原市弘生万民药房康家店,地址：山西省太原市万柏林区漪汾小区烟波居F区,电话：0351-5228333,
太原市弘生万民药房羽欣店,地址：山西省太原市小店区体育北街13号4-1-2,电话：无,
太原市弘生万民药房千峰南路二号店,地址：山西省太原市万柏林区千峰南路168号4栋商铺15号,电话：无,
太原市弘生万民大药房杏花岭三部店,地址：山西省太原市杏花岭区柳溪街东区一号,电话：无,
太原市弘生万民药房千峰南路店,地址：山西省太原市万柏林区千峰南路58号南,电话：无,
太原市弘生万民大药房杏花岭六部店,地址：山西省太原市杏花岭区杨家峪乡马道坡街205号,电话：无,
太原市弘生大药房草坪部店,地址：山西省太原市尖草坪区解放北路149号(近草坪部),电话：无,
太原市弘生万民药房西山店,地址：山西省太原市万柏林区西矿街建筑中巷51号永昌丰便民店北侧一跨一层,电话：无,
太原市弘生万民大药房杏花岭四部店,地址：山西省太原市杏花岭区杨家峪乡马道坡街251号,电话：无,
太原市弘生万民药房四部店,地址：山西省太原市杏花岭区马道坡街252号,电话：0351-4410113,
太原市弘生万民药房山大医院店,地址：山西省太原市迎泽区解放南路87号15号商铺,电话：无,
太原市弘生万民大药房享堂西街部,地址：山西省太原市杏花岭区享堂西街189号,电话：无,
太原市弘生大药房赵庄部店,地址：山西省太原市尖草坪区大同路222号(近赵庄部),电话：无,
太原市弘生万民药房山西大医院店,地址：山西省太原市小店区平阳南路小马社区万盛市场一层北侧第一间,电话：无,
太原市弘生万民大药房东社部店,地址：山西省太原市万柏林区东社村小康路7号,电话：无,
太原市弘生万民药房杏花岭店,地址：山西省太原市杏花岭区尖草坪街立信超市对面,电话：无,
太原市弘生万民药房重机店,地址：山西省太原市万柏林区玉河街203号楼底商9号门面房,电话：无,
太原市弘生万民药房弘生大同路店,地址：山西省太原市尖草坪区大同路361,电话：无,
太原市弘生万民药房享堂南街店,地址：山西省太原市享堂南街2号,电话：无,
太原市弘生万民药房敦化北路店,地址：山西省太原市杏花岭区敦化北路五金宿舍1号楼底商,电话：无,
太原市弘生万民大药房享堂部店,地址：山西省太原市杏花岭区南享堂街树人中学旁边,电话：0351-3270168,
太原市弘生万民药房六部店,地址：山西省太原市杏花岭区白龙庙13号15楼,电话：无,
太原市弘生万民药房桃园北路店,地址：山西省太原市杏花岭区桃园北路92号,电话：无,
太原市弘生万民大药房仁民部店,地址：山西省太原市万柏林区漪汾街86号5栋,电话：无,
太原市弘生万民大药房二部店,地址：山西省太原市尖草坪区大同路赵庄集贸市场,电话：0351-3554096,
太原市弘生万民药房五一路店,地址：山西省太原市五一路景观新贵小区从北往南数第四间门面房,电话：无,
太原市弘生大药房杨家峪店,地址：山西省太原市杏花岭区马道坡路152号,电话：0351-4410113,
太原市弘生万民大药房一部店,地址：山西省太原市尖草坪区解放北路319号,电话：0351-3168626,
太原市弘生万民药房大同路店,地址：山西省太原市尖草坪区大同路邮政储蓄对面,电话：无,
德仁堂药庄昌平大街店,地址：山西省临汾市蒲县昌平大街184号,电话：无,
德仁堂大药房学圣苑小区店,地址：山西省阳泉市平定县学院西路附近,电话：0353-6067779,
德仁堂大药房正大南路店,地址：山西省长治市长治县正大南路附近,电话：无,
德仁堂药店小牛线店,地址：山西省太原市小店区小牛线,电话：无,
德仁堂大药房轻院巷店,地址：山西省晋中市榆次区轻院巷,电话：无,
德仁堂大药房南大街店,地址：山西省阳泉市城区南大街附近,电话：0353-2152658,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房西闫镇西闫药店,地址：山西省临汾市翼城县西闫镇西闫村,电话：无,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房中卫小燕子药店,地址：山西省临汾市翼城县中卫乡中卫村,电话：无,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房中卫乡浍史药店,地址：山西省临汾市翼城县中卫乡浍史村,电话：无,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房南梁镇西堡药店,地址：山西省临汾市翼城县南梁镇西堡村,电话：无,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房中卫乡吴寨药店,地址：山西省临汾市翼城县中卫乡吴寨村,电话：无,
山西临汾竹林大药房连锁有限公司翼城县竹林大药房唐兴镇封比村药,地址：山西省临汾市翼城县唐兴镇封比村,电话：无,
