玉林民众药业美伟堂药店,地址：广西省玉林市玉州区南江镇云良圩市场旁文领东商铺,电话：0775-3885240,
玉林民众药业闯旺药店,地址：广西省玉林市玉州区南江镇分界圩卢闯宅,电话：0775-3881931,
玉林民众药业庆民堂药店,地址：广西省玉林市玉州区庆丰路双桥里2幢1号,电话：0775-3139820,
玉林民众药业健心药店,地址：广西省玉林市教育中路113号原名山镇名山村１９队,电话：无,
玉林民众药业一枝蒿药店,地址：广西省玉林市新民路１６０号,电话：无,
玉林民众药业城西药店,地址：广西省玉林市城西开发区丰裕街11号,电话：无,
广西宝和堂西林店,地址：广西壮族自治区百色市西林县梦圆路西苑酒楼旁,电话：0776-8685522,
广西宝和堂田林河滨店,地址：广西壮族自治区百色市田林县河滨路46号,电话：0776-7220766,
广西宝和堂宾阳新宾店,地址：广西壮族自治区南宁市宾阳县新宾区仁爱街125号权鑫超市旁,电话：0771-8289497,
广西宝和堂田林迎宾店,地址：广西壮族自治区百色市田林县迎宾路福满花园,电话：0776-2572333,
广西宝和堂宾阳广场店,地址：广西壮族自治区南宁市宾阳县宾州镇广场路小区广场路东段北排1.1-2.1-3号,电话：0771-8289283,
广西宝和堂东兰二店,地址：广西壮族自治区河池市东兰镇曲江路16号,电话：0778-6320318,
广西宝和堂田林店,地址：广西壮族自治区百色市田林县河滨路8号新安街地税局,电话：0776-7213613,
广西宝和堂东兰一店,地址：广西壮族自治区河池市东兰县东兰镇曲江路17号1-4号铺面,电话：0778-6327669,
广西宝和堂大新民生店,地址：广西壮族自治区崇左市大新县民生街197号,电话：0771-3690120,
广西宝和堂东兰三店,地址：广西壮族自治区河池市东兰县曲江路82号,电话：0778-6323137,
广西宝和堂大新店,地址：广西壮族自治区崇左市大新县伦那路17号,电话：0771-3699386,
广西宝和堂合山店,地址：广西壮族自治区来宾合山市人民中路166号,电话：0772-8911068,
广西宝和堂龙州白沙店,地址：广西壮族自治区崇左市龙州镇白沙街31号,电话：0771-8831233,
广西宝和堂象州定义店,地址：广西壮族自治区来宾市象州县象州镇建新路143号,电话：0772-4350955,
广西宝和堂龙州城北店,地址：广西壮族自治区崇左市龙州县龙州镇城北路123号一楼,电话：0771-8823218,
广西宝和堂融水店,地址：广西壮族自治区柳州市融水县融水镇寿星中路民族印刷厂对面,电话：0772-5121192,
广西宝和堂龙州百姓店,地址：广西壮族自治区崇左市龙州镇仁义街县工会门店,电话：0771-8831021,
广西宝和堂龙州商贸店,地址：广西壮族自治区崇左市龙州县兴龙路温洲商城,电话：0771-8835200,
广西宝和堂武鸣东鸣店,地址：广西壮族自治区南宁市武鸣县东鸣路一号门面旧车站斜对面,电话：0771-6228687,
广西宝和堂武鸣店,地址：广西壮族自治区南宁市武鸣县城厢镇建设街270号邮政物流中心,电话：0771-6233903,
广西宝和堂武鸣城中店,地址：广西壮族自治区南宁市武鸣县兴武大道157号,电话：0771-6401158,
广西宝和堂武鸣民族店,地址：广西壮族自治区南宁市武鸣县城厢镇民族路60号,电话：0771-6401110,
广西宝和堂邕宁红星店,地址：广西壮族自治区南宁市邕宁县邕宁区红星路2-19号明鼎锋大酒楼一楼铺面,电话：0771-4760307,
广西宝和堂北湖店,地址：广西壮族自治区南宁市北湖南路东一里1号,电话：0771-3312779,
广西宝和堂宾阳中和店,地址：广西壮族自治区南宁市宾阳县宾州镇中和街357号,电话：0771-8230264,
广西宝和堂五象店,地址：广西壮族自治区南宁市五象大道蓝波湾商业广场48号,电话：0771-4305202,
广西宝和堂衡阳店,地址：广西壮族自治区南宁市衡阳东路8-2金大陆酒店旁41路公车到友爱衡阳路口,电话：0771-3923182,
广西宝和堂宾阳城中店,地址：广西壮族自治区南宁市宾阳县芦圩镇永和路160号,电话：0771-8255385,
广西宝和堂东兰县万方医药隘洞店,地址：广西壮族自治区河池市东兰县隘洞镇人民政府第8号门面,电话：0771-8522166,
广西宝和堂宝和堂扶绥三店,地址：广西壮族自治区崇左市扶绥县新宁镇思贤路73号,电话：0771-7520066,
广西宝和堂宝和堂小董店,地址：广西壮族自治区钦州市钦北区小董镇商贸大道商贸城一楼,电话：无,
广西宝和堂宝和堂德保清水街分店,地址：广西壮族自治区百色市德保县城关镇清水街115号1、2号楼,电话：0771-8522166,
广西宝和堂定安店,地址：广西壮族自治区百色市田林县定安镇东新街1号,电话：0776-7320808,
广西宝和堂宝和堂靖西县城中店,地址：广西壮族自治区百色市靖西县新靖镇城中路48号,电话：0771-8522166,
广西宝和堂隆林二分店,地址：广西壮族自治区百色市隆林各族自治县新州镇迎宾路城东大转盘旁,电话：0771-8552166,
广西宝和堂宁明二店,地址：广西壮族自治区崇左市宁明县城中镇南华街61号,电话：0771-8522166,
广西宝和堂宝和堂扶绥县东门分店,地址：广西壮族自治区崇左市扶绥县东门镇新街东门工商所宿舍楼东一楼一、二、三间铺面 ,电话：0771-8522166,
广西宝和堂隆林店,地址：广西壮族自治区百色市隆林各族自治县兴隆街四大班子楼旁鑫泰大厦一楼,电话：0776-8210799,
广西宝和堂宁明店,地址：广西壮族自治区崇左市宁明县城中镇德华街30号,电话：0771-8522166,
广西宝和堂凤山城中药房,地址：广西壮族自治区河池市凤阳路凤阳县糖业公司第三门市部,电话：0778-6818442,
广西宝和堂德保城中大药房,地址：广西壮族自治区百色市德保县南隆大街90号,电话：0776-3830883,
广西宝和堂凌云店,地址：广西壮族自治区百色市凌云县木材公司沿街道门面第11、12、13、14号,电话：0776-7612226,
广西宝和堂上思分店,地址：广西壮族自治区防城港上思县龙江半岛花园东街R9-2-101门牌号的低屋店面,电话：无,
广西宝和堂都安二分店,地址：广西壮族自治区河池市都安瑶族自治县安阳镇新屏街67号,电话：无,
广西宝和堂钟山县大药房,地址：广西壮族自治区贺州钟山南路1-1号华宏商场西南7号、8号门面,电话：0774-8988658,
广西宝和堂那坡猛进桥大药房,地址：广西壮族自治区百色市那坡县猛进桥头城东农贸市场旁,电话：0776-6802208,
广西宝和堂覃塘店,地址：广西壮族自治区贵港市覃塘镇振兴路94号,电话：0775-4860076,
广西宝和堂都安店,地址：广西壮族自治区河池市都安县屏山中路53、55、57、59号,电话：0778-5219938,
广西宝和堂武宣中心店,地址：广西壮族自治区来宾市武宣县武宣镇二小路口,电话：0772-5215955,
广西宝和堂田东店,地址：广西壮族自治区百色市田东县新百通1-1号,电话：0776-5233108,
广西宝和堂靖西新生药店,地址：广西壮族自治区百色市靖西县新生街278号,电话：0776-6219996,
广西宝和堂大安店,地址：广西壮族自治区贵港市平南县大安镇友邦超市内,电话：0775-7630518,
广西宝和堂罗城三店,地址：广西壮族自治区河池市罗城县东门镇解放路109号粮食局门面,电话：0778-8288988,
广西宝和堂来宾政和店,地址：广西壮族自治区来宾市政和路83号巴黎春天民乐路99-9门面 ,电话：0772-4855608,
广西宝和堂扶绥二店,地址：广西壮族自治区崇左市扶绥县新宁镇松江街新华书店旁,电话：0771-7533653,
广西宝和堂凭祥店,地址：广西壮族自治区崇左市凭祥市北大路1支12号,电话：0771-8522177,
广西宝和堂河池三店,地址：广西壮族自治区河池市金城江区水洞转盘,电话：0778-2279568,
广西宝和堂罗城二店,地址：广西壮族自治区河池市罗城仫佬族自治县东门镇解放路51-26路,电话：0778-8223399,
广西宝和堂来宾城中店,地址：广西壮族自治区来宾市西南一路16号,电话：0772-4211988,
广西宝和堂扶绥一店,地址：广西壮族自治区崇左市扶绥县新宁镇松江街宝和堂总店,电话：0771-7535908,
广西宝和堂山圩药店,地址：广西壮族自治区崇左市扶绥县山圩镇农贸市场第四幢29、30号铺面,电话：0771-7678908,
广西宝和堂河池二店,地址：广西壮族自治区河池市南新东路13-1号,电话：0778-2273568,
广西宝和堂罗城店,地址：广西壮族自治区河池市罗城县东门镇解放路64号百货公司门面,电话：0778-8213888,
广西宝和堂忻城店,地址：广西壮族自治区来宾市忻城县鞍山路汽车站对面17—19号的铺面,电话：0771-8522166,
广西宝和堂田阳店,地址：广西壮族自治区百色市田阳县田州镇解放中路3号铺面,电话：0776-3217608,
广西宝和堂崇左店,地址：广西壮族自治区崇左市太平镇江南路89号,电话：0771-7835355,
广西宝和堂河池中心店,地址：广西壮族自治区河池市城北站100号,电话：0778-2298986,
广西宝和堂南丹大厂店,地址：广西壮族自治区河池市南丹县大厂镇巴里下路锡都小区15号地税局旁边,电话：0778-7576688,
广西宝和堂隆安店,地址：广西壮族自治区南宁市隆安县国泰街72号,电话：0771-6528865,
广西宝和堂扶绥县东门分店,地址：广西壮族自治区崇左市扶绥县东门镇新街东门工商所宿舍楼东一楼一、二、三间铺面,电话：无,
广西宝和堂巴马二店,地址：广西壮族自治区河池市巴马镇寿乡大道中段精通小区A18号,电话：无,
广西宝和堂环江三分店,地址：广西壮族自治区河池市环江县新安路1号,电话：0778-8825279,
广西宝和堂马山同富店,地址：广西壮族自治区南宁市马山县白山镇同富街塘逼132号,电话：0771-8522166,
广西宝和堂巴马分店,地址：广西壮族自治区河池市巴马县巴马镇寿乡大道新华书店门面,电话：0778-6220883,
广西宝和堂环江二分店,地址：广西壮族自治区河池市环江县思恩镇大安路133号,电话：0778-8822518,
广西宝和堂黎塘二店,地址：广西壮族自治区南宁市宾阳县黎塘镇建设东路124号,电话：0771-8200155,
广西宝和堂环江店,地址：广西壮族自治区河池市环江县城桥东路53号,电话：0778-8821666,
广西宝和堂黎塘店,地址：广西壮族自治区南宁市宾阳县黎塘镇中营路27号,电话：0771-8380220,
荔浦县天龙大药房广财分店,地址：广西壮族自治区桂林市荔浦县广财路口（九里香米粉店对面）,电话：0773-7216853,
荔浦县天龙大药房中园分店,地址：广西壮族自治区桂林市荔浦县中园路230号（新车站往中园桥100米）,电话：0773-7216853,
荔浦县天龙大药房桂青分店,地址：广西壮族自治区桂林市荔浦县青山镇兴贤街菜市口,电话：0773-7121853,
荔浦县天龙大药房荔塔分店,地址：广西壮族自治区桂林市荔浦县五十米街四号圆盘信用社旁（沙龙酒楼对面）,电话：0773-7191853,
荔浦县天龙大药房双江分店,地址：广西壮族自治区桂林市荔浦县双江镇双江街菜市场口（供电局旁）,电话：0773-7139853 ,
荔浦县天龙大药房城西分店,地址：广西壮族自治区桂林市荔浦县荔柳路罐头厂菜市路口对面,电话：0773-7197853,
荔浦县天龙大药房修仁分店,地址：广西壮族自治区桂林市荔浦县修仁镇建北街菜市场口,电话：0773-7119853,
荔浦县天龙大药房新坪分店,地址：广西壮族自治区桂林市荔浦县新坪镇新坪街菜市口对面,电话：0773-7162853,
 荔浦县天龙大药房花篢分店,地址：广西壮族自治区桂林市荔浦县花篢镇花篢街,电话：0773-7129853,
荔浦县天龙大药房中山分店,地址：广西壮族自治区桂林市荔浦县城中路口张氏文具店旁,电话：0773-7214853,
荔浦县天龙大药房荔桂分店,地址：广西壮族自治区桂林市荔浦县马岭镇马岭卫生院路口对面,电话：0773-7131853,
荔浦县天龙大药房建北分店,地址：广西壮族自治区桂林市荔浦县修仁镇建北街信用社对面,电话：0773-7111853,
荔浦县天龙大药房杜莫分店,地址：广西壮族自治区桂林市荔浦县杜莫镇杜莫街新市场一楼,电话：0773-7168853,
荔浦县天龙大药房城中分店,地址：广西壮族自治区桂林市荔浦县荔柳路诚信商厦一楼(县医院对面),电话：0773-7220653,
荔浦县天龙大药房公园分店,地址：广西壮族自治区桂林市荔浦县荔桂路公园大门口旁,电话：0773-7210853,
荔浦县天龙大药房滨江分店,地址：广西壮族自治区桂林市荔浦县滨江花苑后门,电话：0773-7211853,
荔浦县天龙大药房青山分店,地址：广西壮族自治区桂林市荔浦县青山镇兴贤街（福美酒楼斜对面）,电话：0773-7126853,
荔浦县天龙大药房马岭分店,地址：广西壮族自治区桂林市荔浦县马岭镇荔桂街,电话：0773-7135853,
荔浦县天龙大药房东昌分店,地址：广西壮族自治区桂林市荔浦县东昌镇新街水果行旁,电话：0773-7110853,
荔浦县天龙大药房五里分店,地址：广西壮族自治区桂林市荔浦县五里加油站对面,电话：0773-7229553,
荔浦县天龙大药房马仔分店,地址：广西壮族自治区桂林市荔浦县荔桂路马仔头,电话：0773-7228153,
荔浦县天龙大药房荔柳分店,地址：广西壮族自治区桂林市荔浦县荔柳路协和门诊旁,电话：0773-7218153,
荔浦县天龙大药房桥头分店,地址：广西壮族自治区桂林市荔浦县大桥头东贸大厦一楼（亚华对面）,电话：0773-7219153,
荔浦县天龙大药房荔苑分店,地址：广西壮族自治区桂林市荔浦县荔苑菜市对面,电话：0773-7235653,
荔浦县天龙大药房民康分店,地址：广西壮族自治区桂林市荔浦县中园路46号（荔城派出所斜对面）,电话：0773-7220853,
荔浦县天龙大药房百汇分店,地址：广西壮族自治区桂林市荔浦县百汇商城外街(工会大楼对面),电话：0773-7221853,
荔浦县天龙大药房天龙总店,地址：广西壮族自治区桂林市荔浦县荔柳路石狮饭店对面(荔浦大厦旁),电话：0773-7225320,
荔浦县天龙大药房阳光分店,地址：广西壮族自治区桂林市荔浦县阳光花园小区路口,电话：0773-7226853,
广西玉林市民众药业有限责任公司尔安药店,地址：广西省玉林市民主南路116号,电话：无,
广西玉林市民众药业有限责任公司金方药店,地址：广西省玉林市苗园路３１６号,电话：无,
广西玉林市民众药业有限责任公司寒山村药店,地址：广西省玉林市城北街道寒山村村头卢海明商铺,电话：无,
广西玉林市民众药业有限责任公司佳雁药店,地址：广西省玉林市回春路65号,电话：0755-8299291,
广西玉林市民众药业有限责任公司分界新美堂药店,地址：广西省玉林市玉州区南江镇分界圩陈业全出租屋,电话：无,
广西玉林市民众药业有限责任公司圣宁药店,地址：广西省玉林市名山街道名山村30队周兴和商铺,电话：无,
广西玉林市民众药业有限责任公司恒昌和药店,地址：广西省玉林市玉州区城北镇排榜村松城圩城北镇企业站铺面,电话：无,
广西玉林市民众药业有限责任公司仁东辉定红药店,地址：广西省玉林市玉州区仁东圩镇１０８号,电话：无,
广西玉林市民众药业有限责任公司仁东桥东药店,地址：广西省玉林市玉州区仁东镇南路23号,电话：0755-2555570,
广西玉林市民众药业有限责任公司张代霖药店,地址：广西省玉林市城北街道寒山村街张代霖商铺,电话：0755-2362829,
广西玉林市民众药业有限责任公司宝芝堂药店,地址：广西广西省玉林市中秀路４０号,电话：0755-3125833,
广西玉林市民众药业有限责任公司善心堂药店,地址：广西省玉林市玉州区和睦村８队余家志临街商铺,电话：无,
广西玉林市民众药业有限责任公司樟木镇民博药店,地址：广西省玉林市福绵管理区樟木镇樟木开发区三幢５号,电话：无,
广西玉林市民众药业有限责任公司福绵锦言药店,地址：广西省玉林市福绵管理区福绵镇镇石村南镇徐２８－１号,电话：无,
广西玉林市民众药业有限责任公司陈济堂药店,地址：广西省玉林市苗园路284号,电话：无,
广西玉林市民众药业有限责任公司和康药店,地址：广西省玉林市人民东路北侧广西省玉林市高中门前西侧西起第12号铺面,电话：无,
广西玉林市民众药业有限责任公司钟耀春药店,地址：广西省玉林市玉州区仁厚镇仁厚圩钟耀春临街商铺,电话：0755-2531180,
广西玉林市民众药业有限责任公司仁东镇顺和号药店,地址：广西省玉林市玉州区仁东镇仁东圩甘寿全商铺,电话：无,
广西玉林市民众药业有限责任公司济川堂药店,地址：广西省玉林市玉州区大塘圩周泽堂铺面,电话：无,
广西玉林市民众药业有限责任公司大塘镇众好药店,地址：广西省玉林市玉州区仁厚镇荔枝村十八社梁治南商铺,电话：无,
广西玉林市民众药业有限责任公司谷山村药店,地址：广西省玉林市城北乡谷山村12社文丕勇商铺,电话：无,
广西玉林市民众药业有限责任公司青天葵药店,地址：广西省玉林市龙船里２７幢１４号,电话：0755-2819908,
广西玉林市民众药业有限责任公司仁东林平中西药店,地址：广西省玉林市玉州区仁东开发区14栋5号,电话：0755-3138180,
广西玉林市民众药业有限责任公司广电路药店,地址：广西省玉林市广电路70号,电话：0755-2687085,
广西玉林市民众药业有限责任公司仁厚镇仁泰药店,地址：广西省玉林市玉州区仁东供销联合商店仁厚百货分店铺面,电话：0755-2533836,
广西玉林市民众药业有限责任公司安庭药店,地址：广西省玉林市西营路６３号广西省玉林市十里长街垌新区,电话：无,
广西玉林市民众药业有限责任公司樟木厚丰堂药店,地址：广西省玉林市福绵管理区樟木镇樟木开发区二幢３号,电话：0755-2277461,
广西玉林市民众药业有限责任公司樟木保元堂药店,地址：广西省玉林市福绵管理区樟木镇樟木开发区八幢３号张英任宅,电话：0755-2278460,
广西玉林市民众药业有限责任公司顺安堂药店,地址：广西省玉林市公园路８号,电话：0755-3162218,
广西玉林市民众药业有限责任公司康尔富药店,地址：广西省玉林市园滨路２４号,电话：无,
广西玉林市民众药业有限责任公司泓仁堂药店,地址：广西省玉林市人民东路122号,电话：无,
广西玉林市民众药业有限责任公司迅福药店,地址：广西省玉林市福绵管理区福绵镇东福小区6幢1８号,电话：无,
广西玉林市民众药业有限责任公司济迎堂药店,地址：广西省玉林市人民东路２２６号,电话：无,
广西玉林市民众药业有限责任公司康宁药店,地址：广西省玉林市民主中路336号,电话：无,
广西玉林市民众药业有限责任公司雄森大药房,地址：广西省玉林市玉柴路８号玉柴英华小区商铺,电话：无,
广西玉林市民众药业有限责任公司振堂药店,地址：广西省玉林市玉州区南江镇广恩村9队陈家振宅,电话：0755-8383737,
广西玉林市民众药业有限责任公司分界金寿药店,地址：广西省玉林市玉州区南江镇分界旧圩南江供销联合商店出租屋,电话：无,
广西玉林市民众药业有限责任公司樟木穗康药店,地址：广西省玉林市福绵管理区樟木开发区镇南路南五幢3号王登寿宅,电话：0755-2278269,
广西玉林市民众药业有限责任公司长兴药店,地址：广西省玉林市大北路中段大北路６５３号玉州区畜牧兽医站铺面,电话：0755-2080181,
广西玉林市民众药业有限责任公司乾康药店,地址：广西省玉林市美林街１０５号,电话：无,
广西玉林市民众药业有限责任公司仁东杨林药店,地址：广西省玉林市玉州区仁东镇玉石公路边土地所旁,电话：0755-2288909,
广西玉林市民众药业有限责任公司樟木平民药店,地址：广西省玉林市福绵管理区樟木镇开发区9幢11号,电话：0755-2277711,
广西玉林市民众药业有限责任公司茂和堂药店,地址：广西省玉林市一环东路193号,电话：无,
广西玉林市民众药业有限责任公司康源药店,地址：广西省玉林市大北路４８２号,电话：无,
广西玉林市民众药业有限责任公司大众新特药店,地址：广西省玉林市大南路615号,电话：无,
广西玉林市民众药业有限责任公司迎春药店,地址：广西省玉林市玉州区茂林镇工业区中顺水泥厂内陈俭芳宅,电话：0755-2131838,
广西玉林市民众药业有限责任公司万和堂药店,地址：广西省玉林市民主中路7４号,电话：无,
广西玉林市民众药业有限责任公司成均锦生药店,地址：广西省玉林市福绵管理区成均镇百石村下百科７７号,电话：无,
广西玉林市民众药业有限责任公司大塘镇新街药店,地址：广西省玉林市玉州区大塘镇大塘圩新街李昆民宅大塘圩开发区44号,电话：0755-2190965,
广西玉林市民众药业有限责任公司新桥普生堂药店,地址：广西省玉林市福绵管理区新桥圩镇长屏路,电话：0755-2111820,
广西方略集团崇左医药连锁有限公司防城一店,地址：广西防城港市防城镇防邕路225号,电话：0770-3251029,
广西方略集团崇左医药连锁有限公司钦州平吉店,地址：广西钦州市钦北区平吉镇钦灵路黄宗纯出租房,电话：0777-5613116,
广西方略集团崇左医药连锁有限公司南宁七店,地址：广西南宁市银海大道424-3号,电话：0771-4752933,
广西方略集团崇左医药连锁有限公司防城二店,地址：广西省防城港市防城区防东路西门街号转角三间铺面,电话：0770-3239329,
广西方略集团崇左医药连锁有限公司南宁三店,地址：广西南宁市良庆区银海大道903号,电话：0771-4714496,
广西方略集团崇左医药连锁有限公司南宁八店,地址：广西南宁良庆区沿海开发区建业路31号,电话：0771-4015237,
广西方略集团崇左医药连锁有限公司南宁六药店,地址：广西南宁市良庆区金象二区景华路458号地1-3号楼房一楼,电话：0771-4712115,
广西方略集团崇左医药连锁有限公司南宁二药店,地址：广西南宁市良庆区银海大道613号,电话：0771-4896425,
广西方略集团崇左医药连锁有限公司南宁一药店,地址：广西南宁市良庆区银海大道969号第一层铺面,电话：0771-4716436,
广西方略集团崇左医药连锁有限公司南宁十二店,地址：广西南宁市五一西路14号,电话：无,
广西方略集团崇左医药连锁有限公司大化一店,地址：广西河池市大化县大化镇红电南街南路111号福景花园1号楼A027号,电话：0778-5825708,
广西方略集团崇左医药连锁有限公司南宁十一店,地址：广西南宁市星光大道7-1号,电话：0771-4890203,
广西方略集团崇左医药连锁有限公司马山一店,地址：广西南宁市马山县白山镇城东商贸城25号,电话：0771-6801623,
广西方略集团崇左医药连锁有限公司天等四店,地址：广西崇左市天等县新添农贸市场2#-13及2#-15号,电话：0771-3526331,
广西方略集团崇左医药连锁有限公司南宁那楼店,地址：广西南宁市邕宁区那楼镇新街130-60号,电话：0771-4346292,
广西方略集团崇左医药连锁有限公司武鸣三店,地址：广西南宁市武鸣县城厢镇农坛路镇政府斜对面韦其成出租房,电话：0771-6393570,
广西方略集团崇左医药连锁有限公司天等药店,地址：广西崇左市天等县城北商贸城第五栋5101号,电话：0771-3534264,
